participantId,experimentId,reading_id,totalEvents,duration,focusTime_reading,focusTime_chat,focusTime_video,focusTime_audio,focusTime_infographics,reading_count,reading_totalDuration,scanning_count,scanning_totalDuration,scrolling_count,scrolling_totalDuration
5e999a581e025f1cfd5e7090,ZcGlYrnGNXwVDg4CGitT,ZcGlYrnGNXwVDg4CGitT_reading,165,1338075,832542,335387,142373.0,3484.0,24276.0,19,726052,5,15805,63,27877
5ea9cc9195f36c126a27d0a7,X5JJzlgugqu87nJAyj34,X5JJzlgugqu87nJAyj34_reading,87,1329255,370867,671191,131602.0,144326.0,11264.0,19,304899,4,15735,54,18783
5eb7c006b839846ea7a24178,ASH0R0O6bfOtJuGTcX0n,ASH0R0O6bfOtJuGTcX0n_reading,200,1958672,462205,1450316,8062.0,18029.0,20041.0,10,346124,6,17027,43,25498
5f0e1fecdc728111e1f7d093,Dd13CgWILpfxSs7fhRUU,Dd13CgWILpfxSs7fhRUU_reading,269,1460918,1380854,80019,0,0,0,71,1004591,51,169002,89,69627
5f42a27e49962e4a7045a7b0,P2BIsTYbNf5vbwlbjL57,P2BIsTYbNf5vbwlbjL57_reading,188,1469126,1469126,0,0,0,0,22,1151745,17,52492,164,82433
5f4ae7cb6b68b56c2acb12c8,156ITSNqPsuY5IfL2Zbo,156ITSNqPsuY5IfL2Zbo_reading,100,1352826,1352826,0,0,0,0,32,1132633,9,24825,58,32592
5f6e76757befe43b22307387,u70agQP99KnkPaoXG1qq,u70agQP99KnkPaoXG1qq_reading,165,1624912,617767,747694,130512.0,119403.0,9513.0,34,551768,6,22875,35,16233
5f95e7c5e49c564a01f040aa,y32v6LefUczxAxklLE6I,y32v6LefUczxAxklLE6I_reading,80,5834634,5834634,0,0,0,0,13,322884,11,39872,64,26154
5ff454f2f0b5ed607169fba6,ZXLJBbZzYuR2Oi9BJy1u,ZXLJBbZzYuR2Oi9BJy1u_reading,79,1344869,921126,137240,129281.0,101834.0,55384.0,23,855036,3,9330,34,19549
601ac0440ae554365a73246b,kId0faSYfh5slBl0AKmj,kId0faSYfh5slBl0AKmj_reading,66,2326028,1503480,423928,0,380523.0,18083.0,7,978958,0,0,23,7917
60673bc6496cefa66a61e737,RFahYgKlNHbvtaFtHVTs,RFahYgKlNHbvtaFtHVTs_reading,265,1504895,1504895,0,0,0,0,23,1057050,26,76141,233,124706
60c75879fdf6194f658272fb,qweek1z4Gu2iADeA5hv4,qweek1z4Gu2iADeA5hv4_reading,64,1312930,1312930,0,0,0,0,7,911559,2,6935,55,26479
60d4558116de644bde568dde,vTCrmhwefckTiCdKvtio,vTCrmhwefckTiCdKvtio_reading,231,1546949,1059590,487355,0,0,0,42,758068,23,78113,149,78386
60d52a5dca16f851ab8b9b82,67hH5FJTOIvt2xZHtxYM,67hH5FJTOIvt2xZHtxYM_reading,60,1281417,906985,6178,60476.0,146261.0,161496.0,18,860905,3,9376,29,15119
60e308bd29d04d6d790aa1ad,kDgqQJ4MDV4y1ZTUKWiC,kDgqQJ4MDV4y1ZTUKWiC_reading,217,1636543,151423,1334796,13215.0,30125.0,106945.0,4,79355,10,32596,36,20687
6102053795bd9b55ab979a48,WnEvPvpbBJWCZgHpuuuy,WnEvPvpbBJWCZgHpuuuy_reading,19,3866014,3866014,0,0,0,0,2,3663257,1,2815,12,9333
612198f856c9f4f2f02f7046,y2zrjoUagyQO9jEe8n51,y2zrjoUagyQO9jEe8n51_reading,36,1333103,137055,1196042,0,0,0,3,99049,0,0,20,5600
6127b32b912465823dca1e4b,vz0aPGGhYKUPyQpfooeV,vz0aPGGhYKUPyQpfooeV_reading,212,2119305,364234,1571152,76141.0,62965.0,44433.0,18,252066,12,44003,60,28969
613c927a3da2129cd285ef58,MQVax2V9muMfzH4Tg8SC,MQVax2V9muMfzH4Tg8SC_reading,101,1319368,1041680,277624,0,0,0,19,932394,9,28222,47,18712
614a0facaa13498cff401c41,Oj47qnEa4iAXshwTn3RM,Oj47qnEa4iAXshwTn3RM_reading,84,1309054,1306532,2520,0,0,0,9,1006583,9,32423,69,29618
614f7550e1d2a29137820173,dry6JzxvzpEqrjbnnGdK,dry6JzxvzpEqrjbnnGdK_reading,216,1629339,1511891,117440,0,0,0,22,785484,41,126610,150,96081
61680035775d6be6c3034464,ncf6ilL8CQKsJLeZMTFz,ncf6ilL8CQKsJLeZMTFz_reading,83,1312481,854584,180913,128132.0,108050.0,40799.0,30,766321,5,17187,31,14866
61684f48083b66cd4a37dfbb,zk0nOaly2dhW3rDDpsw5,zk0nOaly2dhW3rDDpsw5_reading,231,1402310,522674,253564,227685.0,127292.0,271058.0,10,344605,14,41871,120,65700
62a2042e8813ab2f55d8ecf9,PfC33ZKbVQyZDbOQepeh,PfC33ZKbVQyZDbOQepeh_reading,132,1956984,1448414,319270,129364.0,24222.0,35708.0,18,1275172,12,41337,84,48356
62b354926116305375200028,6UYVTtPZqDH6AP8RNSuY,6UYVTtPZqDH6AP8RNSuY_reading,44,1247385,1247385,0,0,0,0,8,618130,4,12160,31,13176
62b437a2dbff0b6b3d0121e4,jpEcNpSm8ZAdmS989pQN,jpEcNpSm8ZAdmS989pQN_reading,37,1330826,38893,1277113,0,0,14791.0,1,26604,1,2182,12,6050
62da6a553aaca6fffb50307f,mHnkYhaXr6bBMqvmRGcQ,mHnkYhaXr6bBMqvmRGcQ_reading,171,1437428,817091,163054,168031.0,150309.0,138921.0,28,626493,10,32931,122,53204
62e2f4973427f0ab91180361,hMzsckNLTyWW1fQrjXRG,hMzsckNLTyWW1fQrjXRG_reading,65,1384092,1384092,0,0,0,0,14,1229642,10,25675,58,34769
6318e2c61780455450fe4199,BNv5foLXnGjmF5uYKaGW,BNv5foLXnGjmF5uYKaGW_reading,40,1259440,1253656,5778,0,0,0,21,1168926,6,20578,7,1979
6328ea8c44e1e6f7180facd3,9BZpW6VaVHF93eG70y7E,9BZpW6VaVHF93eG70y7E_reading,110,1365260,479135,418530,172350.0,290614.0,4600.0,9,456916,1,2583,30,9755
