participantId,experimentId,reading_id,totalEvents,duration,focusTime_reading,focusTime_chat,focusTime_video,focusTime_audio,focusTime_infographics,reading_count,reading_totalDuration,scanning_count,scanning_totalDuration,scrolling_count,scrolling_totalDuration
5cdd11ab4ea13d0001a5c036,Zf4gbNKA4bWgvFtVcino,Zf4gbNKA4bWgvFtVcino_reading,42,1905907,1905906,0,0,0,0,4,1552578,5,18155,32,24241
5cde02d000d670000184ea3b,xkB7yNDPV8izBOyVepVK,xkB7yNDPV8izBOyVepVK_reading,253,1779974,1382935,396879,0,0,0,49,1624247,28,96802,112,53423
5d09edb73d40080001655677,YEkRsyRuKQYfcAMN1YEZ,YEkRsyRuKQYfcAMN1YEZ_reading,60,1381861,1379726,2133,0,0,0,26,808366,11,33825,26,18023
5d67ed161976cc0019cc8a10,Ih7tdA6qZrd7T4M6YP6k,Ih7tdA6qZrd7T4M6YP6k_reading,127,2291474,2291474,0,0,0,0,22,2079398,13,42281,92,33389
5d94ce7b72b4550016906484,dDdGEGVKBtdWookJEkg8,dDdGEGVKBtdWookJEkg8_reading,41,1762272,1762272,0,0,0,0,22,1555786,5,15897,17,9175
5d9b7c7efaa2860364b16476,NpggUHSCfGD0L17YoCDF,NpggUHSCfGD0L17YoCDF_reading,76,1297398,666653,630737,0,0,0,6,616953,3,10118,50,21629
5d9cb58ee8783f0019c8bd06,FBf7zX7qdgQVYScqFw5A,FBf7zX7qdgQVYScqFw5A_reading,81,1374024,1374024,0,0,0,0,28,1189533,7,22785,39,19918
5da78f61a60c0d0017d6ed89,foGpA2pxSBu3daJJxMfx,foGpA2pxSBu3daJJxMfx_reading,110,1347083,1347083,0,0,0,0,23,981298,7,22358,81,44179
5dcf14459595a105c52cd304,eEgicFZryM2qwheeB8eS,eEgicFZryM2qwheeB8eS_reading,144,1463186,1463186,0,0,0,0,35,866226,7,21796,111,58631
5dd9a7ff98981d926df9ea18,ojTh9UyW1Th8mezo0FCS,ojTh9UyW1Th8mezo0FCS_reading,61,1299880,1299880,0,0,0,0,15,1125890,1,2769,28,10733
5e1f06e67a9ded238481246e,kzOTLQe4Yc3fqXTmNWWO,kzOTLQe4Yc3fqXTmNWWO_reading,62,2494823,1061691,1433114,0,0,0,11,1005829,4,14218,30,15962
5e299d8c2e9dc4000be0fde0,XL4wVgjnJj7j6UKbTmba,XL4wVgjnJj7j6UKbTmba_reading,20,1341733,1341733,0,0,0,0,14,955076,3,10113,9,6029
5e3c29ac4c3831000c5bdb68,mg8QWlX06oYDKZNeRoeN,mg8QWlX06oYDKZNeRoeN_reading,20,2250776,2249890,885,0,0,0,9,468094,2,6518,13,3819
5e6155e6f169c0046b6d6518,ew0Oi3X4BB6UNYa4GUKE,ew0Oi3X4BB6UNYa4GUKE_reading,297,1594403,1272752,294803,0,0,26834.0,48,991925,31,101149,159,82716
5e64da5ac34e832466061bf8,GdJwiwyTaSBT2HItDAPp,GdJwiwyTaSBT2HItDAPp_reading,64,1317034,1053859,2956,0,0,260218.0,5,87309,15,56608,52,29097
5e6e6497d33339419afd90f9,oeqjHjqWfisY0QbOLLJr,oeqjHjqWfisY0QbOLLJr_reading,189,1386164,606025,60176,294693.0,131827.0,293428.0,10,431823,15,43362,77,41581
5e7ca836a60b642ec70880b1,O1vwITchcMOre9N357JN,O1vwITchcMOre9N357JN_reading,65,2470214,368704,908904,0,0,1192594.0,12,298152,6,22777,39,17416
5e7dd5b90923ad0009f80bbc,e8GmJ0XvFC9gwL9pJiQ0,e8GmJ0XvFC9gwL9pJiQ0_reading,66,1307747,1307747,0,0,0,0,32,1021965,2,5278,50,14857
5e8307bae3b23d01d2259e4c,QgJYPhvOEOMISCOj5dIJ,QgJYPhvOEOMISCOj5dIJ_reading,119,1657205,1597534,59666,0,0,0,5,48147,9,26643,96,62767
5e83425144753905a3a17ad8,S0RsN8X0DUDMEDyIhgQU,S0RsN8X0DUDMEDyIhgQU_reading,84,2151866,1954045,197814,0,0,0,26,1876406,7,27493,30,24285
